"","Player","G","GS","MP","FG","FGA","FG%","2P","2PA","2P%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","school"
"2927","Yassine Gharram",9,0,2.6,0.2,0.4,0.5,0.2,0.4,0.5,0,0,NA,0.2,0.4,0.5,0.3,0.7,1,0.4,0.3,0,0.3,0.4,0.7,"https://www.sports-reference.com/cbb/schools/yale/2022.html"
"2928","Teo Rice",3,0,1.3,0.3,0.3,1,0.3,0.3,1,0,0,NA,0,0,NA,0,0.3,0.3,0,0.3,0,0,0,0.7,"https://www.sports-reference.com/cbb/schools/yale/2022.html"
"2929","Jameel Alausa",2,0,1.5,0,0,NA,0,0,NA,0,0,NA,0.5,1,0.5,0,0.5,0.5,0.5,0,0,0,0,0.5,"https://www.sports-reference.com/cbb/schools/yale/2022.html"
"2930","Jordan Dingle",26,26,31.8,7.6,17.1,0.446,5.1,9.5,0.534,2.5,7.6,0.335,3.1,3.8,0.81,0.7,3,3.6,2.4,0.8,0,3,1.7,20.9,"https://www.sports-reference.com/cbb/schools/pennsylvania/2022.html"
"2931","Clark Slajchert",25,2,23.7,3.9,8.4,0.467,3,5.7,0.521,1,2.7,0.353,1.9,2.2,0.857,0.6,1.6,2.2,1.3,0.4,0,1.4,2.2,10.7,"https://www.sports-reference.com/cbb/schools/pennsylvania/2022.html"
"2932","Max Martz",24,22,29.8,3.8,8.1,0.474,2.3,3.9,0.602,1.5,4.2,0.356,0.8,1.2,0.679,1.3,3.8,5,1,0.5,0.4,0.6,2.1,10,"https://www.sports-reference.com/cbb/schools/pennsylvania/2022.html"
"2933","Jonah Charles",27,14,20.3,2.2,5.7,0.386,0.2,0.6,0.353,2,5,0.39,0.4,0.6,0.588,0.5,2.1,2.6,0.7,0.3,0,0.6,0.9,6.7,"https://www.sports-reference.com/cbb/schools/pennsylvania/2022.html"
"2934","Michael Wang",8,3,15,2.9,7.1,0.404,2.6,5,0.525,0.3,2.1,0.118,0.4,0.6,0.6,0.9,1.3,2.1,1.3,0,0.1,1,1.4,6.4,"https://www.sports-reference.com/cbb/schools/pennsylvania/2022.html"
"2935","Jelani Williams",25,25,25.4,2.2,5.5,0.399,1.7,3.9,0.443,0.5,1.6,0.293,1.1,1.5,0.737,0.6,3.2,3.7,2,1.2,0.2,1.5,2.4,6,"https://www.sports-reference.com/cbb/schools/pennsylvania/2022.html"
"2936","George Smith",25,11,20.2,1.7,3.9,0.429,1.2,2.2,0.554,0.4,1.7,0.262,1.5,2,0.76,0.3,2.3,2.6,1,0.6,0.1,0.7,1.8,5.3,"https://www.sports-reference.com/cbb/schools/pennsylvania/2022.html"
"2937","Michael Moshkovitz",28,16,22.9,2.3,5.4,0.421,2.1,4.4,0.468,0.2,1,0.214,0.4,0.6,0.556,1.4,3.4,4.7,2.8,1,0.4,1.4,2.7,5.1,"https://www.sports-reference.com/cbb/schools/pennsylvania/2022.html"
"2938","Lucas Monroe",28,9,16.7,1.8,3.4,0.531,1.8,3.2,0.556,0,0.2,0.167,1.1,1.7,0.638,1.1,3.4,4.5,0.8,0.6,0.4,1.1,1.9,4.8,"https://www.sports-reference.com/cbb/schools/pennsylvania/2022.html"
"2939","Max Lorca-Lloyd",6,6,18,1.7,3,0.556,1.7,3,0.556,0,0,NA,1,1.5,0.667,0.8,3,3.8,0.5,0.3,1.5,0.8,1.7,4.3,"https://www.sports-reference.com/cbb/schools/pennsylvania/2022.html"
"2940","Nick Spinoso",22,3,11,1.4,2.5,0.536,1,2,0.523,0.3,0.5,0.583,0.4,0.9,0.45,0.8,1.6,2.4,1,0.2,0.2,1.1,1.3,3.5,"https://www.sports-reference.com/cbb/schools/pennsylvania/2022.html"
"2941","Bryce Washington",12,2,7.8,0.9,1.7,0.55,0.7,1,0.667,0.3,0.7,0.375,0.5,0.5,1,0.3,0.9,1.2,0.3,0,0.2,0.5,0.4,2.6,"https://www.sports-reference.com/cbb/schools/pennsylvania/2022.html"
"2942","Andrew Laczkowski",17,0,6.8,0.8,1.8,0.419,0.5,0.8,0.615,0.3,1.1,0.278,0.2,0.4,0.667,0.4,0.8,1.2,0.2,0.2,0.2,0.2,0.5,2.1,"https://www.sports-reference.com/cbb/schools/pennsylvania/2022.html"
"2943","Eddie Holland III",7,0,3.1,0.1,0.7,0.2,0.1,0.7,0.2,0,0,NA,0.3,0.4,0.667,0.1,0.1,0.3,0,0.3,0.1,0.1,0.4,0.6,"https://www.sports-reference.com/cbb/schools/pennsylvania/2022.html"
"2944","Gus Larson",7,0,1.3,0.1,0.1,1,0.1,0.1,1,0,0,NA,0.1,0.3,0.5,0,0.1,0.1,0,0,0,0.1,0.9,0.4,"https://www.sports-reference.com/cbb/schools/pennsylvania/2022.html"
"2945","Colin Chambers",1,0,3,0,1,0,0,0,NA,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,"https://www.sports-reference.com/cbb/schools/pennsylvania/2022.html"
"2946","Griffin Ryan",5,1,1.6,0,0.6,0,0,0.6,0,0,0,NA,0,0,NA,0,0.2,0.2,0,0,0,0,0.2,0,"https://www.sports-reference.com/cbb/schools/pennsylvania/2022.html"
"2947","Dean Noll",26,14,22.1,3.5,7.8,0.45,2.5,4.3,0.575,1,3.4,0.292,2.3,2.8,0.808,0.6,2.7,3.3,2.7,1.2,0.3,1.5,2,10.3,"https://www.sports-reference.com/cbb/schools/cornell/2022.html"
"2948","Chris Manon",26,22,18,3.8,8,0.478,3.3,6.2,0.525,0.5,1.7,0.311,1.8,2.7,0.648,1,2.7,3.7,1.8,1.8,0.3,2.2,2.6,9.9,"https://www.sports-reference.com/cbb/schools/cornell/2022.html"
"2949","Jordan Jones",20,16,20.1,3.4,8.9,0.384,1.9,3.5,0.551,1.5,5.4,0.278,1.5,1.9,0.789,1.2,1.8,3,1.4,0.7,0.2,1.1,2.5,9.8,"https://www.sports-reference.com/cbb/schools/cornell/2022.html"
"2950","Sarju Patel",26,26,22.4,3.4,7.3,0.466,2.1,3.5,0.6,1.3,3.9,0.347,1.2,2,0.615,1,2.5,3.5,1,0.5,0,0.7,0.9,9.4,"https://www.sports-reference.com/cbb/schools/cornell/2022.html"
"2951","Keller Boothby",26,12,23.1,2.8,5.2,0.529,0.5,0.6,0.813,2.3,4.6,0.492,0.5,0.7,0.824,0.4,3.3,3.7,0.8,0.9,0.1,0.4,1,8.3,"https://www.sports-reference.com/cbb/schools/cornell/2022.html"
"2952","Nazir Williams",25,0,16.4,2.3,4.6,0.5,1.8,3,0.608,0.5,1.7,0.31,1.7,2.1,0.827,0.4,1.5,1.9,1.6,0.6,0,1.6,1.9,6.9,"https://www.sports-reference.com/cbb/schools/cornell/2022.html"
"2953","Greg Dolan",18,13,20.5,2.3,4.7,0.5,1.8,3.1,0.571,0.6,1.6,0.357,0.9,1.3,0.739,0.8,2.3,3.1,2.7,0.7,0.1,0.9,1.1,6.2,"https://www.sports-reference.com/cbb/schools/cornell/2022.html"
"2954","Kobe Dickson",26,26,19,2.1,4.3,0.487,2,3.8,0.515,0.2,0.5,0.286,1.5,2.3,0.633,1.2,3.4,4.6,2.7,0.3,0.9,2.2,2.5,5.8,"https://www.sports-reference.com/cbb/schools/cornell/2022.html"
"2955","Sean Hansen",26,0,12.8,2,4.4,0.461,1.5,2.5,0.591,0.5,1.9,0.286,1,1.5,0.658,0.5,2.1,2.7,1.4,0.4,0.4,0.9,1.6,5.6,"https://www.sports-reference.com/cbb/schools/cornell/2022.html"
"2956","Guy Ragland Jr.",24,0,9.1,2,4.3,0.461,0.8,1.2,0.655,1.2,3,0.384,0.5,0.6,0.867,0.7,1.9,2.6,0.3,0.4,0.3,0.7,1.1,5.6,"https://www.sports-reference.com/cbb/schools/cornell/2022.html"
"2957","Darius Ervin",8,0,6.6,1.1,2,0.563,0.3,0.6,0.4,0.9,1.4,0.636,0.3,0.4,0.667,0.1,0.3,0.4,0.5,0,0,0.9,0.1,3.4,"https://www.sports-reference.com/cbb/schools/cornell/2022.html"
"2958","Isaiah Gray",22,0,10,1,2.4,0.442,1,1.7,0.553,0.1,0.6,0.143,0.5,0.9,0.55,0.2,1.4,1.6,1,0.5,0.1,0.9,1.2,2.7,"https://www.sports-reference.com/cbb/schools/cornell/2022.html"
"2959","Chuks Uzoka",1,0,6,1,1,1,1,1,1,0,0,NA,0,0,NA,0,2,2,0,0,2,1,0,2,"https://www.sports-reference.com/cbb/schools/cornell/2022.html"
"2960","Chris Cain",6,0,4.2,0.7,1.3,0.5,0.3,0.5,0.667,0.3,0.8,0.4,0,0,NA,0.2,0.5,0.7,0.3,0,0.2,0,0.2,1.7,"https://www.sports-reference.com/cbb/schools/cornell/2022.html"
"2961","Marcus Filien",20,0,10.9,0.8,1.6,0.484,0.6,0.9,0.667,0.2,0.7,0.231,0.1,0.2,0.25,0.5,2.1,2.6,0.4,0.3,0.2,0.3,1,1.7,"https://www.sports-reference.com/cbb/schools/cornell/2022.html"
"2962","Evan Williams",7,0,6.9,0.4,1,0.429,0.4,1,0.429,0,0,NA,0.9,1.1,0.75,1.1,0.6,1.7,0.3,0.4,0.1,0.7,0.7,1.7,"https://www.sports-reference.com/cbb/schools/cornell/2022.html"
"2963","Max Samberg",26,1,7.9,0.2,0.7,0.353,0.1,0.3,0.25,0.2,0.3,0.444,0,0.2,0.25,0.4,0.7,1.1,0.7,0.1,0,0.5,0.7,0.7,"https://www.sports-reference.com/cbb/schools/cornell/2022.html"
"2964","Brendan Barry",25,25,35.7,4.7,11.9,0.396,1.3,3.6,0.363,3.4,8.3,0.411,1.8,2,0.863,0.2,2.7,2.9,1.9,1.6,0.3,1.2,1.2,14.6,"https://www.sports-reference.com/cbb/schools/dartmouth/2022.html"
"2965","Aaryn Rai",25,25,30.8,5,11.2,0.443,4.3,8.6,0.5,0.6,2.6,0.25,1.7,2.2,0.782,1.8,5.4,7.2,1.8,1.2,0.6,2.1,2,12.3,"https://www.sports-reference.com/cbb/schools/dartmouth/2022.html"
"2966","Taurus Samuels",23,23,28.5,3.1,8.6,0.365,1.8,4.4,0.416,1.3,4.2,0.313,1.8,2.3,0.808,0.1,2,2.1,1.7,0.7,0.1,0.8,1.8,9.4,"https://www.sports-reference.com/cbb/schools/dartmouth/2022.html"
"2967","Cade Haskins",1,0,10,3,6,0.5,1,2,0.5,2,4,0.5,0,0,NA,0,2,2,0,1,0,0,0,8,"https://www.sports-reference.com/cbb/schools/dartmouth/2022.html"
"2968","Dame Adelekun",20,11,18.1,3,5,0.596,3,4.9,0.608,0,0.1,0,1.9,2.7,0.698,2.6,3.8,6.4,1.2,0.6,0.7,1.2,2.4,7.8,"https://www.sports-reference.com/cbb/schools/dartmouth/2022.html"
"2969","Ryan Cornish",18,1,17.5,2.4,6.3,0.386,1.4,2.9,0.472,1.1,3.4,0.311,1.3,1.8,0.75,0.1,1.8,1.9,0.6,0.9,0.3,1.4,2.1,7.3,"https://www.sports-reference.com/cbb/schools/dartmouth/2022.html"
"2970","Garrison Wade",25,18,23.6,2.2,5.7,0.394,1.3,2.8,0.451,1,2.8,0.338,1.2,1.6,0.744,0.9,3.7,4.6,0.9,0.6,0.6,1.5,1.4,6.6,"https://www.sports-reference.com/cbb/schools/dartmouth/2022.html"
"2971","Robert McRae",2,0,7.5,2,3.5,0.571,1,1.5,0.667,1,2,0.5,0,0,NA,0,1.5,1.5,0,0,0,0.5,1,5,"https://www.sports-reference.com/cbb/schools/dartmouth/2022.html"
"2972","Cam Krystkowiak",19,1,15.1,1.9,3.5,0.561,1.5,2.5,0.596,0.5,1,0.474,0.5,0.7,0.643,1.2,1.1,2.3,0.9,0.4,0.3,0.7,1.6,4.8,"https://www.sports-reference.com/cbb/schools/dartmouth/2022.html"
"2973","Izaiah Robinson",21,0,13.1,1.4,3.7,0.39,0.7,1.5,0.438,0.8,2.1,0.356,0.4,0.5,0.818,0.1,0.6,0.7,0.6,0.2,0.1,0.6,1.8,4,"https://www.sports-reference.com/cbb/schools/dartmouth/2022.html"
"2974","Romeo Myrthil",18,0,8.8,0.9,1.9,0.5,0.6,0.9,0.588,0.4,0.9,0.412,0.1,0.2,0.667,0.2,0.6,0.8,0.2,0.4,0.1,0.3,0.6,2.4,"https://www.sports-reference.com/cbb/schools/dartmouth/2022.html"
"2975","Jayden Reaves",3,0,4.3,0.7,1.7,0.4,0.7,1,0.667,0,0.7,0,0.7,0.7,1,0,0.3,0.3,0.7,0.3,0.3,0.3,0.3,2,"https://www.sports-reference.com/cbb/schools/dartmouth/2022.html"
"2976","Nikola Dimitrijevic",10,0,8.6,0.4,1.6,0.25,0.3,1.2,0.25,0.1,0.4,0.25,1,1.1,0.909,0.5,1.5,2,0.5,0.4,0.5,0.9,1,1.9,"https://www.sports-reference.com/cbb/schools/dartmouth/2022.html"
"2977","Nathaniel Ogbu",16,12,11.2,0.7,1.8,0.379,0.7,1.5,0.458,0,0.3,0,0.5,0.6,0.8,0.7,1.5,2.2,0.8,0.5,0.5,0.9,1.9,1.9,"https://www.sports-reference.com/cbb/schools/dartmouth/2022.html"
"2978","Dusan Neskovic",16,0,6,0.8,1.7,0.444,0.7,1.1,0.647,0.1,0.6,0.1,0.2,0.3,0.75,0.4,1,1.4,0.1,0.1,0,0.6,0.8,1.8,"https://www.sports-reference.com/cbb/schools/dartmouth/2022.html"
"2979","Jackson Blaufeld",7,0,4.6,0.6,1.7,0.333,0.3,0.3,1,0.3,1.4,0.2,0,0,NA,0.1,0.4,0.6,0,0,0,0.4,0,1.4,"https://www.sports-reference.com/cbb/schools/dartmouth/2022.html"
"2980","Wes Slajchert",25,9,12.8,0.4,1.6,0.22,0.1,0.5,0.154,0.3,1.1,0.25,0.4,0.5,0.75,0.1,1,1.1,0.7,0.2,0.1,0.4,0.9,1.4,"https://www.sports-reference.com/cbb/schools/dartmouth/2022.html"
"2981","Jaren Johnson",4,0,5.3,0.5,2.3,0.222,0.3,0.8,0.333,0.3,1.5,0.167,0,0.5,0,0.5,1,1.5,0.3,0,0,0.3,0.8,1.3,"https://www.sports-reference.com/cbb/schools/dartmouth/2022.html"
"2982","Noah Kirkwood",26,26,32.8,6.8,14.2,0.477,5,9.1,0.547,1.8,5.1,0.353,2.4,3,0.805,0.8,4.8,5.7,3,1.8,0.5,2.8,2.8,17.7,"https://www.sports-reference.com/cbb/schools/harvard/2022.html"
"2983","Chris Ledlum",13,13,29.6,6.2,14.4,0.428,4.8,10.2,0.474,1.3,4.2,0.315,3.1,4.5,0.69,2.9,6.4,9.3,1.2,1.7,0.5,2.5,2.8,16.7,"https://www.sports-reference.com/cbb/schools/harvard/2022.html"
"2984","Luka Sakota",26,26,31.2,4,9.8,0.406,2.2,5,0.446,1.7,4.8,0.363,1.7,2,0.83,0.3,3.2,3.5,2,0.8,0.2,1.3,1.8,11.3,"https://www.sports-reference.com/cbb/schools/harvard/2022.html"
"2985","Kale Catchings",24,24,24.3,3.2,6.5,0.497,2.1,3.4,0.617,1.1,3.1,0.365,1.5,2.8,0.561,1.3,2.7,4,0.8,1,0.4,1.5,3,9.1,"https://www.sports-reference.com/cbb/schools/harvard/2022.html"
"2986","Idan Tretout",13,13,25.5,2.8,7.7,0.36,2,4.4,0.456,0.8,3.3,0.233,2.2,3,0.744,0.8,2.2,3,1.5,0.7,0.6,2,1.7,8.5,"https://www.sports-reference.com/cbb/schools/harvard/2022.html"
"2987","Mason Forbes",11,10,26.6,3.4,5.6,0.597,3.4,5.6,0.597,0,0,NA,1.3,2.4,0.538,2.7,2.5,5.3,1.2,0.4,0.8,1.9,2,8,"https://www.sports-reference.com/cbb/schools/harvard/2022.html"
"2988","Louis Lesmond",20,5,25.4,2.9,7.9,0.369,1.1,1.9,0.553,1.9,6,0.311,0.2,0.3,0.8,0.6,2,2.6,0.7,0.7,0.3,0.6,1.2,7.9,"https://www.sports-reference.com/cbb/schools/harvard/2022.html"
"2989","Evan Nelson",13,0,19.2,2,5.6,0.356,0.9,3,0.308,1.1,2.6,0.412,1.1,1.4,0.778,0.5,1.8,2.3,1.1,0.5,0.1,0.9,1.8,6.2,"https://www.sports-reference.com/cbb/schools/harvard/2022.html"
"2990","Samuel Silverstein",26,0,20.4,1.7,3.2,0.537,1.3,2,0.642,0.4,1.1,0.345,0.7,1.3,0.576,1.3,2.8,4.1,0.8,0.7,0.2,0.6,1.3,4.5,"https://www.sports-reference.com/cbb/schools/harvard/2022.html"
"2991","Spencer Freedman",16,1,7.9,0.9,2.2,0.4,0.4,0.6,0.778,0.4,1.6,0.269,0.1,0.3,0.5,0.1,0.6,0.8,0.6,0.4,0,0.8,0.4,2.3,"https://www.sports-reference.com/cbb/schools/harvard/2022.html"
"2992","Denham Wojcik",26,12,18.8,0.6,2.5,0.246,0.4,1.3,0.314,0.2,1.2,0.167,0.6,0.8,0.75,0.2,1.6,1.8,1.5,1,0,1.1,1.5,2,"https://www.sports-reference.com/cbb/schools/harvard/2022.html"
"2993","Justice Ajogbor",6,0,5.3,0.3,1.8,0.182,0.3,1.8,0.182,0,0,NA,0.3,0.7,0.5,0.3,0.7,1,0.2,0.2,0,0.2,0.3,1,"https://www.sports-reference.com/cbb/schools/harvard/2022.html"
"2994","Josh Hemmings",10,0,4.3,0.4,0.7,0.571,0.4,0.7,0.571,0,0,NA,0.1,0.6,0.167,0.5,1,1.5,0.1,0,0,0.5,0.6,0.9,"https://www.sports-reference.com/cbb/schools/harvard/2022.html"
"2995","Tommy O'Neil",6,0,2.5,0.2,0.3,0.5,0,0.2,0,0.2,0.2,1,0.3,0.3,1,0.3,0.2,0.5,0.2,0,0.2,0,0,0.8,"https://www.sports-reference.com/cbb/schools/harvard/2022.html"
"2996","Tyler Simon",9,0,2.9,0.2,0.6,0.4,0.1,0.3,0.333,0.1,0.2,0.5,0,0,NA,0,0.7,0.7,0.1,0,0,0.1,0,0.6,"https://www.sports-reference.com/cbb/schools/harvard/2022.html"
"2997","Tamenang Choh",26,25,29.3,4.3,10.3,0.419,3.6,7.6,0.477,0.7,2.7,0.257,5,6.5,0.759,2,6.2,8.2,3.1,0.7,0.3,2.8,2.3,14.3,"https://www.sports-reference.com/cbb/schools/brown/2022.html"
"2998","Kino Lilly Jr.",29,10,29.8,4.6,10.5,0.434,2,4.2,0.488,2.5,6.3,0.399,1.7,2.1,0.82,0.2,1.4,1.6,2.4,1.3,0.1,2.2,1.1,13.3,"https://www.sports-reference.com/cbb/schools/brown/2022.html"
"2999","Paxson Wojcik",27,27,27.6,3.4,8.2,0.421,2,3.9,0.519,1.4,4.3,0.33,1.3,2,0.66,0.5,2.5,3,1.3,0.9,0.1,1.1,1.6,9.6,"https://www.sports-reference.com/cbb/schools/brown/2022.html"
"3000","Jaylan Gainey",29,29,24.4,4.2,5.9,0.703,4.2,5.9,0.703,0,0,NA,1,1.9,0.519,2.2,4.7,6.9,0.4,0.2,2.1,0.9,1.9,9.3,"https://www.sports-reference.com/cbb/schools/brown/2022.html"
"3001","Dan Friday",25,21,20.9,3.4,8.8,0.38,2.9,6.9,0.419,0.5,2,0.245,1.4,1.8,0.778,0.7,1.5,2.2,2.4,1.2,0.4,2.4,2,8.6,"https://www.sports-reference.com/cbb/schools/brown/2022.html"
"3002","Nana Owusu-Anane",21,4,17.1,2.3,5,0.462,2.2,4.5,0.484,0.1,0.4,0.222,1,1.6,0.647,1,2.3,3.4,0.9,0.7,0.4,1.5,2.4,5.7,"https://www.sports-reference.com/cbb/schools/brown/2022.html"
"3003","Perry Cowan",25,3,15.3,1.4,4.1,0.333,0.4,0.6,0.643,1,3.5,0.284,0.2,0.3,0.75,0.2,0.8,1,0.5,0.3,0.1,0.4,1.2,4,"https://www.sports-reference.com/cbb/schools/brown/2022.html"
"3004","Kimo Ferrari",25,0,17,1.3,3.6,0.367,0.2,0.6,0.4,1.1,3,0.36,0.2,0.4,0.667,0.4,1,1.4,1.2,0.6,0,0.6,2.5,4,"https://www.sports-reference.com/cbb/schools/brown/2022.html"
"3005","David Mitchell",29,22,19.9,1.2,3,0.409,0.9,2,0.474,0.3,1.1,0.29,1,1.4,0.732,1.2,2.6,3.8,0.5,0.9,0.2,0.8,3,3.8,"https://www.sports-reference.com/cbb/schools/brown/2022.html"
"3006","Noah Meren",19,3,8.1,0.8,1.8,0.441,0.8,1.5,0.536,0,0.3,0,0.7,1.2,0.609,0.3,1.1,1.4,0.5,0.5,0.1,0.7,0.9,2.3,"https://www.sports-reference.com/cbb/schools/brown/2022.html"
"3007","Aaron Cooley",21,0,7.8,0.9,2,0.429,0.8,1.3,0.593,0.1,0.7,0.133,0.4,0.7,0.571,0.7,0.9,1.6,0.2,0.2,0.2,0.5,1,2.2,"https://www.sports-reference.com/cbb/schools/brown/2022.html"
"3008","Malachi Ndur",11,0,4,0.5,1.4,0.333,0.4,0.9,0.4,0.1,0.5,0.2,0.1,0.2,0.5,0.2,0.9,1.1,0.2,0,0.5,0.4,0.4,1.1,"https://www.sports-reference.com/cbb/schools/brown/2022.html"
"3009","Felix Kloman",8,0,3.9,0.3,1.1,0.222,0.1,0.6,0.2,0.1,0.5,0.25,0.4,0.5,0.75,0.4,0.6,1,0,0.4,0,0.3,0.4,1,"https://www.sports-reference.com/cbb/schools/brown/2022.html"
"3010","Josh Watts",8,0,2.8,0.3,1.4,0.182,0.1,0.3,0.5,0.1,1.1,0.111,0.4,0.4,1,0,0,0,0,0,0,0.1,0.3,1,"https://www.sports-reference.com/cbb/schools/brown/2022.html"
"3011","Lyndel Erold",6,0,2,0.3,1,0.333,0.3,0.5,0.667,0,0.5,0,0.2,0.3,0.5,0.3,0.7,1,0,0,0,0.2,0.3,0.8,"https://www.sports-reference.com/cbb/schools/brown/2022.html"
"3012","Sam Klores",4,0,3.5,0.3,0.8,0.333,0.3,0.5,0.5,0,0.3,0,0,0,NA,0.5,0.5,1,1,0,0,0.3,0,0.5,"https://www.sports-reference.com/cbb/schools/brown/2022.html"
"3013","Tyler Brown",5,1,3.8,0.2,1.8,0.111,0.2,0.8,0.25,0,1,0,0,0,NA,0,0.6,0.6,0.4,0.2,0,0.2,0.4,0.4,"https://www.sports-reference.com/cbb/schools/brown/2022.html"
"3014","Ike Nweke",10,9,30.9,7.2,13.6,0.529,7.1,13.2,0.538,0.1,0.4,0.25,1.4,3.6,0.389,1.5,4.8,6.3,0.7,0.6,0.5,3.1,2.5,15.9,"https://www.sports-reference.com/cbb/schools/columbia/2022.html"
"3015","Geronimo Rubio De La Rosa",26,25,33.4,4.4,11.5,0.385,2.6,5.9,0.442,1.8,5.6,0.324,1.6,2.2,0.75,0.5,3.4,3.9,3.2,1.2,0.2,2.5,1.8,12.3,"https://www.sports-reference.com/cbb/schools/columbia/2022.html"
"3016","Liam Murphy",20,20,32.4,4,10.2,0.387,1.6,3.7,0.438,2.4,6.6,0.359,1.7,2.2,0.773,1,3.9,4.9,1.4,0.8,0.4,1.7,1,12,"https://www.sports-reference.com/cbb/schools/columbia/2022.html"
"3017","Eddie Turner",9,8,22.4,3.7,8.9,0.413,3.1,6.9,0.452,0.6,2,0.278,1.1,1.9,0.588,0,1.3,1.3,2.7,1,0.1,2.1,1.8,9,"https://www.sports-reference.com/cbb/schools/columbia/2022.html"
"3018","Josh Odunowo",13,7,21,3.2,5.2,0.618,3.2,5.2,0.618,0,0,NA,1.8,3,0.59,2.2,2.5,4.7,0.6,0.7,1.1,1.2,2.5,8.2,"https://www.sports-reference.com/cbb/schools/columbia/2022.html"
"3019","Cameron Shockley-Okeke",25,11,18.4,2.6,6,0.43,1.3,2.9,0.452,1.2,3,0.408,1,1.4,0.667,0.4,2,2.5,1,0.5,0.2,1.1,1.5,7.3,"https://www.sports-reference.com/cbb/schools/columbia/2022.html"
"3020","Zavian McLean",23,12,21.9,2.6,6.5,0.4,2.2,4.7,0.467,0.4,1.9,0.233,1.4,2,0.711,0.5,2,2.5,1.2,0.9,0.1,1.3,1.7,7,"https://www.sports-reference.com/cbb/schools/columbia/2022.html"
"3021","Patrick Harding",25,24,21.4,2.2,5.2,0.434,2.2,5.1,0.438,0,0,0,0.9,1.4,0.639,2.9,5.4,8.3,1.8,0.3,0.1,2,2.4,5.4,"https://www.sports-reference.com/cbb/schools/columbia/2022.html"
"3022","Noah Robledo",17,0,14.2,1.6,4.1,0.391,0.5,1.7,0.31,1.1,2.4,0.45,0.8,0.9,0.875,0.4,1.2,1.6,0.4,0.4,0.3,0.9,1.1,5.1,"https://www.sports-reference.com/cbb/schools/columbia/2022.html"
"3023","Jaden Cooper",23,0,12.9,1.5,3.4,0.436,0.7,1.9,0.364,0.8,1.5,0.529,0.5,0.8,0.632,0.3,1,1.3,0.9,0.5,0.1,1.2,1.6,4.3,"https://www.sports-reference.com/cbb/schools/columbia/2022.html"
"3024","Robbie Stankard",22,6,14.4,1,3,0.343,0.5,1.3,0.379,0.5,1.7,0.316,0.4,1.1,0.32,0.9,1.6,2.5,0.5,0.4,0,1.4,1.9,3,"https://www.sports-reference.com/cbb/schools/columbia/2022.html"
"3025","Jake Tavroff",19,1,7.5,0.9,1.8,0.529,0.9,1.8,0.529,0,0,NA,0.2,0.6,0.25,0.4,0.7,1.1,0.2,0.1,0.2,0.7,0.9,2.1,"https://www.sports-reference.com/cbb/schools/columbia/2022.html"
"3026","Maka Ellis",11,2,11.5,0.7,2,0.364,0.6,1.4,0.467,0.1,0.6,0.143,0.5,0.7,0.625,0.2,0.8,1,0.3,0.6,0,0.5,0.7,2,"https://www.sports-reference.com/cbb/schools/columbia/2022.html"
"3027","Luke Bolster",19,4,11.9,0.6,1.5,0.379,0.2,0.7,0.286,0.4,0.8,0.467,0.3,0.4,0.75,0.1,0.6,0.7,0.9,0.3,0,0.5,0.9,1.8,"https://www.sports-reference.com/cbb/schools/columbia/2022.html"
"3028","Asa Shannon",4,0,3,0.5,1,0.5,0.3,0.5,0.5,0.3,0.5,0.5,0.3,0.5,0.5,0,0.8,0.8,0.5,0,0,0.3,1.3,1.5,"https://www.sports-reference.com/cbb/schools/columbia/2022.html"
"3029","Emmanuel Onuama",11,0,4.5,0.6,0.9,0.7,0.6,0.9,0.7,0,0,NA,0.1,0.3,0.333,0.2,0.4,0.5,0,0.2,0.1,0.4,0.8,1.4,"https://www.sports-reference.com/cbb/schools/columbia/2022.html"
"3030","Ben Milstein",8,1,1.8,0,0.3,0,0,0,NA,0,0.3,0,0,0,NA,0,0,0,0.3,0.1,0,0.1,0.1,0,"https://www.sports-reference.com/cbb/schools/columbia/2022.html"
"3031","Darius McGhee",33,33,33.7,8.4,18.3,0.456,4.1,7.3,0.556,4.3,11,0.39,3.6,4.1,0.881,0.5,4,4.5,3.6,1.2,0.2,3,1.3,24.6,"https://www.sports-reference.com/cbb/schools/liberty/2022.html"
"3032","Keegan McDowell",30,26,31.5,3.3,7.7,0.422,0.7,1.5,0.467,2.6,6.2,0.412,0.8,1,0.833,0.3,3.4,3.7,0.8,0.4,0.1,0.7,1.5,9.9,"https://www.sports-reference.com/cbb/schools/liberty/2022.html"
"3033","Shiloh Robinson",33,31,27.9,3.4,6,0.563,2.7,4.1,0.652,0.7,1.9,0.371,2.1,3.1,0.67,1.3,3.1,4.4,1.1,0.5,0.5,1.5,1.9,9.5,"https://www.sports-reference.com/cbb/schools/liberty/2022.html"
"3034","Kyle Rode",33,32,30,3.1,6.7,0.468,1.8,3.5,0.509,1.4,3.2,0.425,1.4,1.6,0.887,0.4,4.1,4.5,4.2,0.8,0.2,1.8,2.3,9,"https://www.sports-reference.com/cbb/schools/liberty/2022.html"
"3035","Blake Preston",31,8,13.7,2.6,4.3,0.602,2.5,4.2,0.603,0,0.1,0.5,0.8,1.5,0.521,1.7,3,4.7,1,0.3,0.4,1.2,1.6,6,"https://www.sports-reference.com/cbb/schools/liberty/2022.html"
